"ii","rr","Val"
"otp","USA",7.02077085285341
"otp","ROW",215.57980604675
"wtp","USA",11.1597499978993
"wtp","ROW",439.521632328168
"atp","USA",22.3957828193983
"atp","ROW",80.1537975569022
